タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
ソードアート・オンライン メモリー・デフラグ,2019/04,208000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/03,212000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/02,200000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2019/01,199000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/12,50360000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/11,44480000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/10,65480000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/09,124000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/08,98450000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/07,83890000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/06,104000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/05,96970000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/04,104000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/03,105000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/02,116000000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2020/01,96500000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/06,10980000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/05,21050000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/04,36430000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/03,54540000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/02,56620000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
ソードアート・オンライン メモリー・デフラグ,2021/01,43880000,2016/8/29,2021/08/30,"無料, 日本, ファンタジー, 原作モノ, 協力プレイ, アニメ/コミック"
バンドやろうぜ！,2018/07,2100000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/06,15210000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/05,41970000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/04,54800000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/03,48800000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/02,72830000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
バンドやろうぜ！,2018/01,33100000,2016/10/12,2019/03/29,"日本, 無料, 女性向け, 生田鷹司, 増田俊樹, 山下大輝, 石谷春貴, 小林正典, 花江夏樹, 内田雄馬, 梅原裕一郎, 蒼井翔太, 石川界人, 山本匠馬, 小林裕介, 黒沢ともよ, 田野アサミ, 湯浅かえで, 村川梨衣, イケメン"
銀魂 かぶき町大活劇,2018/10,36610000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/09,76830000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/08,62660000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/07,47430000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/06,43800000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/05,53230000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/04,52120000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/03,72890000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/02,58910000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
銀魂 かぶき町大活劇,2018/01,63170000,2016/9/15,2019/01/10,"原作モノ, アニメ/コミック, 無料, 日本"
ソウルリバース ゼロ,2018/12,3260000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/11,2030000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/10,6770000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/09,13040000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/07,8050000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/06,1820000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/05,16220000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/04,28170000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/03,26020000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/02,38230000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2018/01,33940000,2016/11/21,2019/05/31,ファンタジー
ソウルリバース ゼロ,2019/03,1590000,2016/11/21,2019/05/31,ファンタジー
モバサカ CHAMPIONS MANAGER,2018/12,12540000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/11,17740000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/10,36970000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/09,51290000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/08,79530000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/07,122000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/06,130000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/05,104000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/04,84260000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/03,102000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/02,103000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2018/01,127000000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/12,15610000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/11,11900000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/10,14160000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/09,29200000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/08,28870000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/07,39310000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/06,13220000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/05,6090000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/04,3960000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/03,5070000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/02,8600000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2019/01,12370000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/12,11630000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/11,12790000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/10,11360000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/09,25770000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/08,13590000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/07,16690000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/06,12680000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/05,17640000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/04,17620000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/03,11540000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/02,12260000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2020/01,20360000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/12,30080000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/11,28140000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/10,25750000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/09,8250000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/08,17700000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/07,23870000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/06,20830000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/05,16620000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/04,11830000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/03,24650000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/02,15700000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2021/01,18710000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/12,18150000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/11,24440000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/10,21230000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/09,25430000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/08,22290000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/07,23860000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/06,23640000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/05,28550000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/04,26490000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/03,29920000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/02,28150000,2017/9/7,2023/02/28,サッカー
モバサカ CHAMPIONS MANAGER,2022/01,33310000,2017/9/7,2023/02/28,サッカー
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/12,9540000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/11,12620000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/10,6000000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/09,3500000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/08,10550000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/07,22860000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/06,15020000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
恋愛幕末カレシ～恋愛ゲーム・乙女ゲーム女性向け～,2018/05,7670000,2017/3/14,2024/07/30,"恋愛, 歴史物, 戦国時代, 女性向け, ファンタジー, イケメン, 無料, 森川智之, 花江夏樹, 鳥海浩輔, 小西克幸, 山下大輝, 森久保祥太郎, 岡本信彦, 前野智昭, 逢坂良太, 緑川 光, 柿原徹也, 荒牧慶彦, 興津和幸, 木村良平, 安元洋貴, 西山宏太朗, 中島ヨシキ, 村瀬 歩, 八代 拓, 北村 諒, 梅原裕一郎, 佐藤拓也, 森田成一, 小林裕介, 島﨑信長, 武内駿輔"
