年月,タイトル,売上予測（円）,サービス開始日,サービス終了日,備考
2022-10-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2022-11-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2022-12-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-01-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-02-01,8 beat Story ~アイドル×音楽ゲーム~,410000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-03-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-04-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-05-01,8 beat Story ~アイドル×音楽ゲーム~,3100000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-06-01,8 beat Story ~アイドル×音楽ゲーム~,780000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-07-01,8 beat Story ~アイドル×音楽ゲーム~,570000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-08-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-09-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-10-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-11-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2023-12-01,8 beat Story ~アイドル×音楽ゲーム~,490000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-01-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-02-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-03-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-04-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-05-01,8 beat Story ~アイドル×音楽ゲーム~,4620000.0,2016-05-13,2024-06-30,アイドル音楽ゲーム
2024-06-01,8 beat Story ~アイドル×音楽ゲーム~,1130833.3333333333,2016-05-13,2024-06-30,アイドル音楽ゲーム
2020-11-01,A.I.M.$,34890000.0,2020-11-17,2021-11-16,無料
2020-12-01,A.I.M.$,48450000.0,2020-11-17,2021-11-16,無料
2021-01-01,A.I.M.$,26630000.0,2020-11-17,2021-11-16,無料
2021-02-01,A.I.M.$,18980000.0,2020-11-17,2021-11-16,無料
2021-03-01,A.I.M.$,8210000.0,2020-11-17,2021-11-16,無料
2021-04-01,A.I.M.$,2940000.0,2020-11-17,2021-11-16,無料
2021-05-01,A.I.M.$,8400000.0,2020-11-17,2021-11-16,無料
2021-06-01,A.I.M.$,5040000.0,2020-11-17,2021-11-16,無料
2021-07-01,A.I.M.$,6460000.0,2020-11-17,2021-11-16,無料
2021-08-01,A.I.M.$,1440000.0,2020-11-17,2021-11-16,無料
2021-09-01,A.I.M.$,15188181.818181818,2020-11-17,2021-11-16,無料
2021-10-01,A.I.M.$,5630000.0,2020-11-17,2021-11-16,無料
2021-11-01,A.I.M.$,15188181.818181818,2020-11-17,2021-11-16,無料
2021-09-01,AKB48 WORLD,18960000.0,2021-09-09,2023-12-19,
2021-10-01,AKB48 WORLD,30540000.0,2021-09-09,2023-12-19,
2021-11-01,AKB48 WORLD,28820000.0,2021-09-09,2023-12-19,
2021-12-01,AKB48 WORLD,24310000.0,2021-09-09,2023-12-19,
2022-01-01,AKB48 WORLD,25000000.0,2021-09-09,2023-12-19,
2022-02-01,AKB48 WORLD,21330000.0,2021-09-09,2023-12-19,
2022-03-01,AKB48 WORLD,19740000.0,2021-09-09,2023-12-19,
2022-04-01,AKB48 WORLD,17920000.0,2021-09-09,2023-12-19,
2022-05-01,AKB48 WORLD,18170000.0,2021-09-09,2023-12-19,
2022-06-01,AKB48 WORLD,12310000.0,2021-09-09,2023-12-19,
2022-07-01,AKB48 WORLD,10720000.0,2021-09-09,2023-12-19,
2022-08-01,AKB48 WORLD,6770000.0,2021-09-09,2023-12-19,
2022-09-01,AKB48 WORLD,5360000.0,2021-09-09,2023-12-19,
2022-10-01,AKB48 WORLD,970000.0,2021-09-09,2023-12-19,
2022-11-01,AKB48 WORLD,950000.0,2021-09-09,2023-12-19,
2022-12-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-01-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-02-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-03-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-04-01,AKB48 WORLD,460000.0,2021-09-09,2023-12-19,
2023-05-01,AKB48 WORLD,960000.0,2021-09-09,2023-12-19,
2023-06-01,AKB48 WORLD,750000.0,2021-09-09,2023-12-19,
2023-07-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-08-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-09-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-10-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2023-11-01,AKB48 WORLD,400000.0,2021-09-09,2023-12-19,
2023-12-01,AKB48 WORLD,12865263.157894736,2021-09-09,2023-12-19,
2017-10-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2017-11-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2017-12-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-01-01,AKB48ステージファイター2 バトルフェスティバル,22150000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-02-01,AKB48ステージファイター2 バトルフェスティバル,60950000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-03-01,AKB48ステージファイター2 バトルフェスティバル,74440000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-04-01,AKB48ステージファイター2 バトルフェスティバル,42110000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-05-01,AKB48ステージファイター2 バトルフェスティバル,37020000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-06-01,AKB48ステージファイター2 バトルフェスティバル,44860000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-07-01,AKB48ステージファイター2 バトルフェスティバル,45310000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-08-01,AKB48ステージファイター2 バトルフェスティバル,14130000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-09-01,AKB48ステージファイター2 バトルフェスティバル,24080000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-10-01,AKB48ステージファイター2 バトルフェスティバル,18440000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-11-01,AKB48ステージファイター2 バトルフェスティバル,8370000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-12-01,AKB48ステージファイター2 バトルフェスティバル,5970000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-01-01,AKB48ステージファイター2 バトルフェスティバル,2110000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-02-01,AKB48ステージファイター2 バトルフェスティバル,6750000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-03-01,AKB48ステージファイター2 バトルフェスティバル,23370000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-04-01,AKB48ステージファイター2 バトルフェスティバル,17410000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-05-01,AKB48ステージファイター2 バトルフェスティバル,6260000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-06-01,AKB48ステージファイター2 バトルフェスティバル,8240000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-07-01,AKB48ステージファイター2 バトルフェスティバル,29820000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-08-01,AKB48ステージファイター2 バトルフェスティバル,56080000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-09-01,AKB48ステージファイター2 バトルフェスティバル,40110000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-10-01,AKB48ステージファイター2 バトルフェスティバル,34280000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-11-01,AKB48ステージファイター2 バトルフェスティバル,18330000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2019-12-01,AKB48ステージファイター2 バトルフェスティバル,20760000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-01-01,AKB48ステージファイター2 バトルフェスティバル,15210000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-02-01,AKB48ステージファイター2 バトルフェスティバル,27400000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-03-01,AKB48ステージファイター2 バトルフェスティバル,25500000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-04-01,AKB48ステージファイター2 バトルフェスティバル,25510000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-05-01,AKB48ステージファイター2 バトルフェスティバル,37480000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-06-01,AKB48ステージファイター2 バトルフェスティバル,38240000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-07-01,AKB48ステージファイター2 バトルフェスティバル,19470000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-08-01,AKB48ステージファイター2 バトルフェスティバル,12760000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-09-01,AKB48ステージファイター2 バトルフェスティバル,11670000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-10-01,AKB48ステージファイター2 バトルフェスティバル,36780000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-11-01,AKB48ステージファイター2 バトルフェスティバル,7010000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2020-12-01,AKB48ステージファイター2 バトルフェスティバル,13740000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-01-01,AKB48ステージファイター2 バトルフェスティバル,15220000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-02-01,AKB48ステージファイター2 バトルフェスティバル,17540000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-03-01,AKB48ステージファイター2 バトルフェスティバル,37780000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-04-01,AKB48ステージファイター2 バトルフェスティバル,16940000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-05-01,AKB48ステージファイター2 バトルフェスティバル,18710000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-06-01,AKB48ステージファイター2 バトルフェスティバル,34310000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-07-01,AKB48ステージファイター2 バトルフェスティバル,27580000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-08-01,AKB48ステージファイター2 バトルフェスティバル,23070000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-09-01,AKB48ステージファイター2 バトルフェスティバル,1030000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-10-01,AKB48ステージファイター2 バトルフェスティバル,19200000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-11-01,AKB48ステージファイター2 バトルフェスティバル,34690000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2021-12-01,AKB48ステージファイター2 バトルフェスティバル,29540000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-01-01,AKB48ステージファイター2 バトルフェスティバル,12980000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-02-01,AKB48ステージファイター2 バトルフェスティバル,1910000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-03-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-04-01,AKB48ステージファイター2 バトルフェスティバル,15930000.0,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-05-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-06-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2022-07-01,AKB48ステージファイター2 バトルフェスティバル,24285294.11764706,2017-10-11,2022-07-29,"無料, プレイ人数：1人"
2018-04-01,AKB48ダイスキャラバン,28030000.0,2018-04-10,2019-05-07,無料
2018-05-01,AKB48ダイスキャラバン,5860000.0,2018-04-10,2019-05-07,無料
2018-06-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2018-07-01,AKB48ダイスキャラバン,12210000.0,2018-04-10,2019-05-07,無料
2018-08-01,AKB48ダイスキャラバン,3600000.0,2018-04-10,2019-05-07,無料
2018-09-01,AKB48ダイスキャラバン,3700000.0,2018-04-10,2019-05-07,無料
2018-10-01,AKB48ダイスキャラバン,4260000.0,2018-04-10,2019-05-07,無料
2018-11-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2018-12-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-01-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-02-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-03-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-04-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-05-01,AKB48ダイスキャラバン,9610000.0,2018-04-10,2019-05-07,無料
2019-08-01,Alice Closet,30694285.714285713,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2019-09-01,Alice Closet,100000000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2019-10-01,Alice Closet,83680000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2019-11-01,Alice Closet,47670000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2019-12-01,Alice Closet,37480000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-01-01,Alice Closet,76390000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-02-01,Alice Closet,35300000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-03-01,Alice Closet,37510000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-04-01,Alice Closet,33410000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-05-01,Alice Closet,24900000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-06-01,Alice Closet,20940000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-07-01,Alice Closet,22350000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-08-01,Alice Closet,22600000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-09-01,Alice Closet,39800000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-10-01,Alice Closet,14760000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-11-01,Alice Closet,23530000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2020-12-01,Alice Closet,14700000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-01-01,Alice Closet,13910000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-02-01,Alice Closet,26640000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-03-01,Alice Closet,26800000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-04-01,Alice Closet,35090000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-05-01,Alice Closet,17900000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-06-01,Alice Closet,29380000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-07-01,Alice Closet,24390000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-08-01,Alice Closet,24170000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-09-01,Alice Closet,3120000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-10-01,Alice Closet,25870000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-11-01,Alice Closet,37670000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2021-12-01,Alice Closet,22550000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-01-01,Alice Closet,30120000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-02-01,Alice Closet,23970000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-03-01,Alice Closet,22550000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-04-01,Alice Closet,19580000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-05-01,Alice Closet,23950000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-06-01,Alice Closet,20220000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-07-01,Alice Closet,11400000.0,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-08-01,Alice Closet,30694285.714285713,2019-08-30,2022-08-31,"ファンタジー, 女性向け"
2022-05-01,Apex Legends Mobile,153000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-06-01,Apex Legends Mobile,283000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-07-01,Apex Legends Mobile,245000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-08-01,Apex Legends Mobile,205000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-09-01,Apex Legends Mobile,199000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-10-01,Apex Legends Mobile,160000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-11-01,Apex Legends Mobile,137000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2022-12-01,Apex Legends Mobile,172000000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2023-01-01,Apex Legends Mobile,89240000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2023-02-01,Apex Legends Mobile,2850000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2023-03-01,Apex Legends Mobile,164609000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2023-04-01,Apex Legends Mobile,164609000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2023-05-01,Apex Legends Mobile,164609000.0,2022-05-18,2023-05-02,"SF, サバイバル, ミリタリー, 北米, 無料"
2019-08-01,ArkResona -アークレゾナ-,87650000.0,2019-08-14,2020-01-31,"パズル, 無料"
2019-09-01,ArkResona -アークレゾナ-,32550000.0,2019-08-14,2020-01-31,"パズル, 無料"
2019-10-01,ArkResona -アークレゾナ-,10350000.0,2019-08-14,2020-01-31,"パズル, 無料"
2019-11-01,ArkResona -アークレゾナ-,1780000.0,2019-08-14,2020-01-31,"パズル, 無料"
2019-12-01,ArkResona -アークレゾナ-,33082500.0,2019-08-14,2020-01-31,"パズル, 無料"
2020-01-01,ArkResona -アークレゾナ-,33082500.0,2019-08-14,2020-01-31,"パズル, 無料"
2016-06-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-07-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-08-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-09-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-10-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-11-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2016-12-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-01-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-02-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-03-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-04-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-05-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-06-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-07-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-08-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-09-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-10-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-11-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2017-12-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-01-01,BFBチャンピオンズ2.0,4930000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-02-01,BFBチャンピオンズ2.0,22790000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-03-01,BFBチャンピオンズ2.0,24450000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-04-01,BFBチャンピオンズ2.0,15520000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-05-01,BFBチャンピオンズ2.0,15810000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-06-01,BFBチャンピオンズ2.0,30150000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-07-01,BFBチャンピオンズ2.0,17940000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-08-01,BFBチャンピオンズ2.0,6460000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-09-01,BFBチャンピオンズ2.0,6090000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-10-01,BFBチャンピオンズ2.0,2470000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-11-01,BFBチャンピオンズ2.0,3960000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2018-12-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-01-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-02-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-03-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-04-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-05-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-06-01,BFBチャンピオンズ2.0,4130000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-07-01,BFBチャンピオンズ2.0,2290000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-08-01,BFBチャンピオンズ2.0,1970000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-09-01,BFBチャンピオンズ2.0,2330000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-10-01,BFBチャンピオンズ2.0,1430000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-11-01,BFBチャンピオンズ2.0,950000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2019-12-01,BFBチャンピオンズ2.0,1110000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-01-01,BFBチャンピオンズ2.0,1510000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-02-01,BFBチャンピオンズ2.0,360000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-03-01,BFBチャンピオンズ2.0,2330000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-04-01,BFBチャンピオンズ2.0,2120000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-05-01,BFBチャンピオンズ2.0,820000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-06-01,BFBチャンピオンズ2.0,2270000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-07-01,BFBチャンピオンズ2.0,720000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-08-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-09-01,BFBチャンピオンズ2.0,230000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-10-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-11-01,BFBチャンピオンズ2.0,410000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2020-12-01,BFBチャンピオンズ2.0,1040000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-01-01,BFBチャンピオンズ2.0,110000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-02-01,BFBチャンピオンズ2.0,690000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-03-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-04-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-05-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2021-06-01,BFBチャンピオンズ2.0,5913000.0,2016-06-29,2021-06-01,"サッカー, 無料"
2023-12-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-01-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-02-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-03-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-04-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-05-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-06-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-07-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-08-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
2024-09-01,BLACK STELLA PTOLOMEA,6220000.0,2023-12-07,2024-10-03,無料
