タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
茜さすセカイでキミと詠う,Nov-18,2017/4/20,2025/2/25,61600000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Oct-18,2017/4/20,2025/2/25,83560000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Sep-18,2017/4/20,2025/2/25,128000000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Aug-18,2017/4/20,2025/2/25,86130000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Jul-18,2017/4/20,2025/2/25,66100000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Jun-18,2017/4/20,2025/2/25,59610000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,May-18,2017/4/20,2025/2/25,70060000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Apr-18,2017/4/20,2025/2/25,155000000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Mar-18,2017/4/20,2025/2/25,97100000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Feb-18,2017/4/20,2025/2/25,79340000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Jan-18,2017/4/20,2025/2/25,44960000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Dec-19,2017/4/20,2025/2/25,35390000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Nov-19,2017/4/20,2025/2/25,44120000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Oct-19,2017/4/20,2025/2/25,40650000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Sep-19,2017/4/20,2025/2/25,52630000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Aug-19,2017/4/20,2025/2/25,73870000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Jul-19,2017/4/20,2025/2/25,58780000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Jun-19,2017/4/20,2025/2/25,43620000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,May-19,2017/4/20,2025/2/25,44210000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
茜さすセカイでキミと詠う,Apr-19,2017/4/20,2025/2/25,89960000,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
